loss,mae,mse,rmse,val_loss,val_mae,val_mse,val_rmse,learning_rate
0.33195146918296814,0.6974667906761169,0.7491785883903503,0.8655510544776917,0.13843214511871338,0.4928168058395386,0.25940418243408203,0.5093173980712891,0.0010000000474974513
0.08729523420333862,0.3141304552555084,0.15719065070152283,0.3964727520942688,0.11820971965789795,0.4504695534706116,0.21903714537620544,0.46801403164863586,0.0010000000474974513
0.05941394343972206,0.23663385212421417,0.10154428333044052,0.3186601400375366,0.08782365918159485,0.3792963922023773,0.15846171975135803,0.3980725109577179,0.0010000000474974513
0.05170736089348793,0.21571564674377441,0.08632385730743408,0.2938092052936554,0.06543013453483582,0.31670019030570984,0.11387350410223007,0.3374514877796173,0.0010000000474974513
0.04781731218099594,0.20367875695228577,0.0787544697523117,0.28063225746154785,0.05062880367040634,0.26990437507629395,0.08448759466409683,0.29066750407218933,0.0010000000474974513
0.04288457706570625,0.19218964874744415,0.06909091770648956,0.2628515064716339,0.03518453240394592,0.20582230389118195,0.05379602313041687,0.23193970322608948,0.0010000000474974513
0.03956304490566254,0.1810234785079956,0.06264615058898926,0.2502921223640442,0.031568799167871475,0.19268740713596344,0.04676652327179909,0.21625569462776184,0.0010000000474974513
0.03897343948483467,0.18382850289344788,0.06167398765683174,0.24834248423576355,0.021066710352897644,0.13362953066825867,0.02598198875784874,0.16118928790092468,0.0010000000474974513
