epoch,learning_rate,loss,mae,mse,rmse,val_loss,val_mae,val_mse,val_rmse
0,0.0010000000474974513,0.13826949894428253,0.38030898571014404,0.27395299077033997,0.5234051942825317,0.07086003571748734,0.302706778049469,0.11904469132423401,0.3450285494327545
1,0.0010000000474974513,0.03947407379746437,0.1809905469417572,0.05661873146891594,0.23794691264629364,0.053584035485982895,0.2464364767074585,0.08509352058172226,0.29170793294906616
2,0.0010000000474974513,0.03010997548699379,0.14831869304180145,0.038465481251478195,0.19612619280815125,0.017014821991324425,0.0930437296628952,0.012611339800059795,0.11230022460222244
3,0.0010000000474974513,0.02482040598988533,0.12800881266593933,0.028577027842402458,0.16904741525650024,0.01306226011365652,0.05762796849012375,0.0054181949235498905,0.0736083909869194
4,0.0010000000474974513,0.021246468648314476,0.112418532371521,0.022150317206978798,0.14882983267307281,0.011474204249680042,0.04231749475002289,0.0029982489068061113,0.05475626885890961
5,0.0010000000474974513,0.019220134243369102,0.10411683470010757,0.01889081299304962,0.13744385540485382,0.012922553345561028,0.0685383751988411,0.006720672827214003,0.08197970688343048
6,0.0010000000474974513,0.0172736756503582,0.09447597712278366,0.015845121815800667,0.12587741017341614,0.013761966489255428,0.08258860558271408,0.009254183620214462,0.096198670566082
7,0.0010000000474974513,0.01567274145781994,0.08732465654611588,0.013516079634428024,0.11625867336988449,0.009661742486059666,0.035270579159259796,0.0019446418154984713,0.04409809410572052
