fecha,longitude,latitude,EVI,NDVI,SummaryQA,sensor
2024-08-28,-75.64897841586914,4.434587228211683,0.5398000000000001,0.8106,0.0,modis
2024-09-13,-75.64897841586914,4.434587228211683,0.301,0.5525,1.0,modis
2024-10-15,-75.64897841586914,4.434587228211683,0.3588,0.7895000000000001,1.0,modis
2015-01-01,-75.62008049368336,4.416600816366487,0.43310000000000004,0.7866000000000001,0.0,modis
2015-02-02,-75.62008049368336,4.416600816366487,0.46590000000000004,0.774,0.0,modis
2015-02-18,-75.62008049368336,4.416600816366487,0.5201,0.7633000000000001,1.0,modis
2015-03-06,-75.62008049368336,4.416600816366487,0.5127,0.8017000000000001,1.0,modis
2015-03-22,-75.62008049368336,4.416600816366487,0.47900000000000004,0.8483,1.0,modis
2015-06-10,-75.62008049368336,4.416600816366487,0.5254,0.8232,1.0,modis
2015-06-26,-75.62008049368336,4.416600816366487,0.557,0.7978000000000001,1.0,modis
2015-08-13,-75.62008049368336,4.416600816366487,0.4918,0.7477,0.0,modis
2015-08-29,-75.62008049368336,4.416600816366487,0.4505,0.6712,0.0,modis
2015-09-14,-75.62008049368336,4.416600816366487,0.3159,0.749,1.0,modis
2015-11-01,-75.62008049368336,4.416600816366487,0.42700000000000005,0.5893,1.0,modis
2015-12-03,-75.62008049368336,4.416600816366487,0.40030000000000004,0.8230000000000001,0.0,modis
2015-12-19,-75.62008049368336,4.416600816366487,0.4454,0.7741,0.0,modis
2016-01-01,-75.62008049368336,4.416600816366487,0.5164,0.7508,1.0,modis
2016-02-02,-75.62008049368336,4.416600816366487,0.5187,0.7916000000000001,1.0,modis
2016-03-05,-75.62008049368336,4.416600816366487,0.36760000000000004,0.6939000000000001,1.0,modis
2016-03-21,-75.62008049368336,4.416600816366487,0.44620000000000004,0.7416,1.0,modis
2016-04-06,-75.62008049368336,4.416600816366487,0.5740000000000001,0.8528,1.0,modis
2016-04-22,-75.62008049368336,4.416600816366487,0.3825,0.7087,1.0,modis
2016-05-08,-75.62008049368336,4.416600816366487,0.5764,0.8355,1.0,modis
2016-06-09,-75.62008049368336,4.416600816366487,0.5255000000000001,0.8505,1.0,modis
2016-06-25,-75.62008049368336,4.416600816366487,0.5087,0.763,0.0,modis
2016-08-12,-75.62008049368336,4.416600816366487,0.5385,0.6922,1.0,modis
2016-08-28,-75.62008049368336,4.416600816366487,0.47550000000000003,0.5995,1.0,modis
2016-09-13,-75.62008049368336,4.416600816366487,0.5609000000000001,0.7623000000000001,0.0,modis
2016-11-16,-75.62008049368336,4.416600816366487,0.4025,0.7621,0.0,modis
2016-12-02,-75.62008049368336,4.416600816366487,0.5758,0.8022,1.0,modis
2017-01-01,-75.62008049368336,4.416600816366487,0.381,0.8195,1.0,modis
2017-01-17,-75.62008049368336,4.416600816366487,0.43170000000000003,0.7925000000000001,0.0,modis
2017-02-02,-75.62008049368336,4.416600816366487,0.378,0.8257,1.0,modis
2017-02-18,-75.62008049368336,4.416600816366487,0.2923,0.8431000000000001,1.0,modis
2017-03-22,-75.62008049368336,4.416600816366487,0.40900000000000003,0.7754000000000001,1.0,modis
2017-04-23,-75.62008049368336,4.416600816366487,0.5081,0.7557,1.0,modis
2017-06-10,-75.62008049368336,4.416600816366487,0.38,0.8488,1.0,modis
2017-07-12,-75.62008049368336,4.416600816366487,0.5306000000000001,0.8206,1.0,modis
2017-08-13,-75.62008049368336,4.416600816366487,0.22540000000000002,0.4731,1.0,modis
2017-08-29,-75.62008049368336,4.416600816366487,0.45530000000000004,0.8348,0.0,modis
2017-10-16,-75.62008049368336,4.416600816366487,0.4691,0.7232000000000001,1.0,modis
2017-11-01,-75.62008049368336,4.416600816366487,0.3642,0.7268,1.0,modis
2017-12-03,-75.62008049368336,4.416600816366487,0.37260000000000004,0.776,1.0,modis
2017-12-19,-75.62008049368336,4.416600816366487,0.46840000000000004,0.7524000000000001,1.0,modis
2018-01-01,-75.62008049368336,4.416600816366487,0.4907,0.7175,1.0,modis
2018-01-17,-75.62008049368336,4.416600816366487,0.4491,0.7032,1.0,modis
2018-02-18,-75.62008049368336,4.416600816366487,0.4207,0.8129000000000001,0.0,modis
2018-03-06,-75.62008049368336,4.416600816366487,0.5539000000000001,0.7567,1.0,modis
2018-04-07,-75.62008049368336,4.416600816366487,0.4263,0.8068000000000001,0.0,modis
2018-05-25,-75.62008049368336,4.416600816366487,0.403,0.7871,1.0,modis
2018-06-10,-75.62008049368336,4.416600816366487,0.5144000000000001,0.8493,1.0,modis
2018-07-28,-75.62008049368336,4.416600816366487,0.4984,0.7254,0.0,modis
2018-08-13,-75.62008049368336,4.416600816366487,0.4864,0.7923,0.0,modis
2018-09-14,-75.62008049368336,4.416600816366487,0.5538000000000001,0.7709,0.0,modis
2018-12-19,-75.62008049368336,4.416600816366487,0.49670000000000003,0.7621,0.0,modis
2019-01-01,-75.62008049368336,4.416600816366487,0.49670000000000003,0.7621,0.0,modis
2019-01-17,-75.62008049368336,4.416600816366487,0.48710000000000003,0.8196,0.0,modis
2019-02-02,-75.62008049368336,4.416600816366487,0.43370000000000003,0.7557,1.0,modis
2019-04-07,-75.62008049368336,4.416600816366487,0.41150000000000003,0.7757000000000001,1.0,modis
2019-04-23,-75.62008049368336,4.416600816366487,0.5298,0.8261000000000001,0.0,modis
2019-05-09,-75.62008049368336,4.416600816366487,0.5429,0.8632000000000001,1.0,modis
2019-05-25,-75.62008049368336,4.416600816366487,0.5749000000000001,0.8398,1.0,modis
2019-06-10,-75.62008049368336,4.416600816366487,0.5337000000000001,0.6948000000000001,1.0,modis
2019-06-26,-75.62008049368336,4.416600816366487,0.5231,0.8190000000000001,1.0,modis
2019-07-28,-75.62008049368336,4.416600816366487,0.5626,0.8207,1.0,modis
2019-08-13,-75.62008049368336,4.416600816366487,0.5353,0.7358,1.0,modis
2019-08-29,-75.62008049368336,4.416600816366487,0.4722,0.7638,1.0,modis
2019-09-30,-75.62008049368336,4.416600816366487,0.5216000000000001,0.7936000000000001,1.0,modis
2019-12-03,-75.62008049368336,4.416600816366487,0.4772,0.8393,1.0,modis
2020-01-01,-75.62008049368336,4.416600816366487,0.40850000000000003,0.8241,0.0,modis
2020-01-17,-75.62008049368336,4.416600816366487,0.4671,0.8158000000000001,1.0,modis
2020-02-02,-75.62008049368336,4.416600816366487,0.5124000000000001,0.8019000000000001,0.0,modis
2020-02-18,-75.62008049368336,4.416600816366487,0.4605,0.8065,0.0,modis
2020-03-05,-75.62008049368336,4.416600816366487,0.4792,0.8477,1.0,modis
2020-03-21,-75.62008049368336,4.416600816366487,0.48360000000000003,0.8424,0.0,modis
2020-05-24,-75.62008049368336,4.416600816366487,0.5817,0.8554,1.0,modis
2020-06-09,-75.62008049368336,4.416600816366487,0.4161,0.9156000000000001,1.0,modis
2020-07-11,-75.62008049368336,4.416600816366487,0.47250000000000003,0.8518,0.0,modis
2020-07-27,-75.62008049368336,4.416600816366487,0.36970000000000003,0.7696000000000001,0.0,modis
2020-10-31,-75.62008049368336,4.416600816366487,0.4363,0.8488,1.0,modis
2020-12-02,-75.62008049368336,4.416600816366487,0.5918,0.7858,1.0,modis
2021-01-01,-75.62008049368336,4.416600816366487,0.6307,0.7757000000000001,1.0,modis
2021-01-17,-75.62008049368336,4.416600816366487,0.5233,0.7857000000000001,1.0,modis
2021-02-02,-75.62008049368336,4.416600816366487,0.46630000000000005,0.8039000000000001,1.0,modis
2021-02-18,-75.62008049368336,4.416600816366487,0.49870000000000003,0.784,1.0,modis
2021-04-23,-75.62008049368336,4.416600816366487,0.47000000000000003,0.658,1.0,modis
2021-06-10,-75.62008049368336,4.416600816366487,0.603,0.8088000000000001,1.0,modis
2021-07-28,-75.62008049368336,4.416600816366487,0.5247,0.7977000000000001,1.0,modis
2021-08-29,-75.62008049368336,4.416600816366487,0.5744,0.7809,1.0,modis
2022-01-01,-75.62008049368336,4.416600816366487,0.5067,0.7675000000000001,1.0,modis
2022-01-17,-75.62008049368336,4.416600816366487,0.5353,0.6815,1.0,modis
2022-02-02,-75.62008049368336,4.416600816366487,0.6226,0.7386,1.0,modis
2022-03-06,-75.62008049368336,4.416600816366487,0.512,0.8302,1.0,modis
2022-07-12,-75.62008049368336,4.416600816366487,0.5885,0.8208000000000001,1.0,modis
2022-08-13,-75.62008049368336,4.416600816366487,0.48750000000000004,0.8789,1.0,modis
2022-08-29,-75.62008049368336,4.416600816366487,0.5992000000000001,0.8517,1.0,modis
2022-09-14,-75.62008049368336,4.416600816366487,0.3487,0.4747,1.0,modis
2022-11-17,-75.62008049368336,4.416600816366487,0.4868,0.7988000000000001,1.0,modis
2023-01-17,-75.62008049368336,4.416600816366487,0.4948,0.7967000000000001,0.0,modis
2023-02-02,-75.62008049368336,4.416600816366487,0.5669000000000001,0.7559,0.0,modis
2023-03-22,-75.62008049368336,4.416600816366487,0.5092,0.8327,1.0,modis
2023-04-23,-75.62008049368336,4.416600816366487,0.34840000000000004,0.7838,1.0,modis
2023-05-09,-75.62008049368336,4.416600816366487,0.5492,0.8276,1.0,modis
2023-06-10,-75.62008049368336,4.416600816366487,0.5635,0.8185,0.0,modis
2023-06-26,-75.62008049368336,4.416600816366487,0.6277,0.8398,1.0,modis
2023-07-12,-75.62008049368336,4.416600816366487,0.392,0.8131,1.0,modis
2023-07-28,-75.62008049368336,4.416600816366487,0.5082,0.8068000000000001,0.0,modis
2023-08-13,-75.62008049368336,4.416600816366487,0.4067,0.8198000000000001,0.0,modis
2023-08-29,-75.62008049368336,4.416600816366487,0.41590000000000005,0.7335,1.0,modis
2023-09-14,-75.62008049368336,4.416600816366487,0.37220000000000003,0.8294,1.0,modis
2023-10-16,-75.62008049368336,4.416600816366487,0.4267,0.7851,1.0,modis
2023-11-01,-75.62008049368336,4.416600816366487,0.5203,0.8083,1.0,modis
2023-11-17,-75.62008049368336,4.416600816366487,0.46440000000000003,0.8146,1.0,modis
2023-12-19,-75.62008049368336,4.416600816366487,0.3204,0.7943,1.0,modis
2024-01-01,-75.62008049368336,4.416600816366487,0.4323,0.8606,0.0,modis
2024-01-17,-75.62008049368336,4.416600816366487,0.5094000000000001,0.788,0.0,modis
2024-02-02,-75.62008049368336,4.416600816366487,0.4817,0.6873,1.0,modis
2024-02-18,-75.62008049368336,4.416600816366487,0.4506,0.8539,1.0,modis
2024-03-05,-75.62008049368336,4.416600816366487,0.49910000000000004,0.8367,1.0,modis
2024-05-24,-75.62008049368336,4.416600816366487,0.5630000000000001,0.8804000000000001,1.0,modis
2024-06-09,-75.62008049368336,4.416600816366487,0.49810000000000004,0.8383,1.0,modis
2024-06-25,-75.62008049368336,4.416600816366487,0.4776,0.8311000000000001,1.0,modis
2024-08-12,-75.62008049368336,4.416600816366487,0.38820000000000005,0.8363,0.0,modis
2024-08-28,-75.62008049368336,4.416600816366487,0.48860000000000003,0.7559,0.0,modis
2024-09-13,-75.62008049368336,4.416600816366487,0.4083,0.753,1.0,modis
2024-09-29,-75.62008049368336,4.416600816366487,0.394,0.8273,1.0,modis
2024-10-15,-75.62008049368336,4.416600816366487,0.4208,0.6176,1.0,modis
2024-10-31,-75.62008049368336,4.416600816366487,0.5339,0.7454000000000001,1.0,modis
2024-12-02,-75.62008049368336,4.416600816366487,0.45170000000000005,0.6377,1.0,modis
2024-12-18,-75.62008049368336,4.416600816366487,0.5663,0.792,1.0,modis
2015-01-01,-75.61752325143904,4.479553257824672,0.45730000000000004,0.7675000000000001,0.0,modis
2015-01-17,-75.61752325143904,4.479553257824672,0.4672,0.8118000000000001,1.0,modis
2015-06-10,-75.61752325143904,4.479553257824672,0.5597,0.8079000000000001,1.0,modis
2015-08-29,-75.61752325143904,4.479553257824672,0.4409,0.6613,0.0,modis
2015-09-14,-75.61752325143904,4.479553257824672,0.29400000000000004,0.6529,1.0,modis
2015-10-16,-75.61752325143904,4.479553257824672,0.444,0.5188,1.0,modis
2015-11-17,-75.61752325143904,4.479553257824672,0.4811,0.7191000000000001,1.0,modis
2015-12-03,-75.61752325143904,4.479553257824672,0.44530000000000003,0.7704000000000001,1.0,modis
2016-01-01,-75.61752325143904,4.479553257824672,0.5491,0.7903,0.0,modis
2016-02-02,-75.61752325143904,4.479553257824672,0.4812,0.6246,1.0,modis
2016-03-21,-75.61752325143904,4.479553257824672,0.4435,0.6927,1.0,modis
2016-08-12,-75.61752325143904,4.479553257824672,0.5688,0.741,1.0,modis
2016-08-28,-75.61752325143904,4.479553257824672,0.33290000000000003,0.6434000000000001,1.0,modis
2016-09-13,-75.61752325143904,4.479553257824672,0.2868,0.7829,1.0,modis
2017-01-17,-75.61752325143904,4.479553257824672,0.20720000000000002,0.6804,1.0,modis
2017-02-18,-75.61752325143904,4.479553257824672,0.40950000000000003,0.6111,1.0,modis
2017-08-29,-75.61752325143904,4.479553257824672,0.21380000000000002,0.8664000000000001,0.0,modis
2017-09-30,-75.61752325143904,4.479553257824672,0.49360000000000004,0.785,1.0,modis
2017-11-01,-75.61752325143904,4.479553257824672,0.5404,0.7848,1.0,modis
2018-01-17,-75.61752325143904,4.479553257824672,0.4192,0.6535000000000001,1.0,modis
2018-03-06,-75.61752325143904,4.479553257824672,0.4586,0.6292,1.0,modis
2018-04-07,-75.61752325143904,4.479553257824672,0.6001000000000001,0.7965,1.0,modis
2018-05-25,-75.61752325143904,4.479553257824672,0.4914,0.8139000000000001,0.0,modis
2018-12-03,-75.61752325143904,4.479553257824672,0.39280000000000004,0.6674,1.0,modis
2018-12-19,-75.61752325143904,4.479553257824672,0.4907,0.7559,1.0,modis
2019-01-01,-75.61752325143904,4.479553257824672,0.4907,0.7559,1.0,modis
2019-02-02,-75.61752325143904,4.479553257824672,0.49960000000000004,0.8377,1.0,modis
2019-03-22,-75.61752325143904,4.479553257824672,0.5497000000000001,0.739,1.0,modis
2019-06-26,-75.61752325143904,4.479553257824672,0.5624,0.7959,0.0,modis
2019-07-12,-75.61752325143904,4.479553257824672,0.5720000000000001,0.7095,1.0,modis
2019-08-13,-75.61752325143904,4.479553257824672,0.5793,0.7649,1.0,modis
2019-09-14,-75.61752325143904,4.479553257824672,0.38470000000000004,0.5704,1.0,modis
2020-01-01,-75.61752325143904,4.479553257824672,0.5472,0.8431000000000001,1.0,modis
2020-02-02,-75.61752325143904,4.479553257824672,0.5488000000000001,0.7094,1.0,modis
2020-02-18,-75.61752325143904,4.479553257824672,0.5226000000000001,0.8432000000000001,1.0,modis
2020-03-05,-75.61752325143904,4.479553257824672,0.5497000000000001,0.7928000000000001,1.0,modis
2020-07-11,-75.61752325143904,4.479553257824672,0.5329,0.8177000000000001,0.0,modis
2020-07-27,-75.61752325143904,4.479553257824672,0.4612,0.8238000000000001,0.0,modis
2020-08-28,-75.61752325143904,4.479553257824672,0.37820000000000004,0.6803,1.0,modis
2020-09-29,-75.61752325143904,4.479553257824672,0.5515,0.8024,1.0,modis
2020-10-31,-75.61752325143904,4.479553257824672,0.5691,0.8277,1.0,modis
2021-01-17,-75.61752325143904,4.479553257824672,0.6256,0.7170000000000001,1.0,modis
2021-06-26,-75.61752325143904,4.479553257824672,0.5198,0.736,1.0,modis
2021-07-28,-75.61752325143904,4.479553257824672,0.5364,0.8493,0.0,modis
2021-09-14,-75.61752325143904,4.479553257824672,0.5504,0.8169000000000001,1.0,modis
2022-03-06,-75.61752325143904,4.479553257824672,0.5840000000000001,0.7366,1.0,modis
2022-08-29,-75.61752325143904,4.479553257824672,0.5910000000000001,0.7792,1.0,modis
2022-11-01,-75.61752325143904,4.479553257824672,0.5754,0.7978000000000001,1.0,modis
2022-12-19,-75.61752325143904,4.479553257824672,0.4756,0.6095,1.0,modis
2023-01-01,-75.61752325143904,4.479553257824672,0.3038,0.8299000000000001,1.0,modis
2023-01-17,-75.61752325143904,4.479553257824672,0.546,0.7685000000000001,1.0,modis
2023-02-02,-75.61752325143904,4.479553257824672,0.5703,0.7476,1.0,modis
2023-02-18,-75.61752325143904,4.479553257824672,0.3648,0.6316,1.0,modis
2023-05-25,-75.61752325143904,4.479553257824672,0.44420000000000004,0.8274,1.0,modis
2023-06-10,-75.61752325143904,4.479553257824672,0.5158,0.8204,1.0,modis
2023-06-26,-75.61752325143904,4.479553257824672,0.46440000000000003,0.8272,1.0,modis
2023-07-28,-75.61752325143904,4.479553257824672,0.3582,0.5637,1.0,modis
2023-08-13,-75.61752325143904,4.479553257824672,0.4698,0.8165,0.0,modis
2023-09-14,-75.61752325143904,4.479553257824672,0.5810000000000001,0.7714000000000001,1.0,modis
2023-11-17,-75.61752325143904,4.479553257824672,0.5056,0.8063,1.0,modis
2024-01-01,-75.61752325143904,4.479553257824672,0.5366000000000001,0.8307,0.0,modis
2024-01-17,-75.61752325143904,4.479553257824672,0.5698,0.7702,0.0,modis
2024-03-05,-75.61752325143904,4.479553257824672,0.3609,0.8366,1.0,modis
2024-06-09,-75.61752325143904,4.479553257824672,0.5046,0.8180000000000001,1.0,modis
2024-08-12,-75.61752325143904,4.479553257824672,0.5166000000000001,0.7629,1.0,modis
2024-08-28,-75.61752325143904,4.479553257824672,0.5474,0.763,0.0,modis
2024-09-13,-75.61752325143904,4.479553257824672,0.43060000000000004,0.7865000000000001,1.0,modis
2024-10-31,-75.61752325143904,4.479553257824672,0.5725,0.7899,1.0,modis
2015-01-01,-75.59577829963555,4.44358043413428,0.5036,0.7346,0.0,modis
2015-02-02,-75.59577829963555,4.44358043413428,0.46280000000000004,0.785,0.0,modis
2015-02-18,-75.59577829963555,4.44358043413428,0.49720000000000003,0.7189,1.0,modis
2015-03-06,-75.59577829963555,4.44358043413428,0.4642,0.8221,1.0,modis
2015-04-23,-75.59577829963555,4.44358043413428,0.5194,0.681,1.0,modis
2015-06-26,-75.59577829963555,4.44358043413428,0.4793,0.7869,1.0,modis
2015-08-13,-75.59577829963555,4.44358043413428,0.5104000000000001,0.6655,0.0,modis
2015-08-29,-75.59577829963555,4.44358043413428,0.459,0.6825,0.0,modis
2015-09-14,-75.59577829963555,4.44358043413428,0.4656,0.6877,0.0,modis
2015-10-16,-75.59577829963555,4.44358043413428,0.4701,0.7307,1.0,modis
2015-11-01,-75.59577829963555,4.44358043413428,0.35950000000000004,0.8165,1.0,modis
2015-11-17,-75.59577829963555,4.44358043413428,0.5139,0.7945,1.0,modis
2015-12-03,-75.59577829963555,4.44358043413428,0.4136,0.5664,1.0,modis
2015-12-19,-75.59577829963555,4.44358043413428,0.3754,0.803,0.0,modis
2016-01-01,-75.59577829963555,4.44358043413428,0.5191,0.7275,1.0,modis
2016-01-17,-75.59577829963555,4.44358043413428,0.42860000000000004,0.6494,1.0,modis
2016-02-02,-75.59577829963555,4.44358043413428,0.45570000000000005,0.8679,1.0,modis
2016-03-21,-75.59577829963555,4.44358043413428,0.46530000000000005,0.7861,1.0,modis
2016-04-06,-75.59577829963555,4.44358043413428,0.5524,0.7518,1.0,modis
2016-05-08,-75.59577829963555,4.44358043413428,0.5869,0.8726,1.0,modis
2016-06-09,-75.59577829963555,4.44358043413428,0.42210000000000003,0.8137000000000001,1.0,modis
2016-06-25,-75.59577829963555,4.44358043413428,0.5255000000000001,0.7672,0.0,modis
2016-07-11,-75.59577829963555,4.44358043413428,0.4108,0.8217,1.0,modis
2016-08-12,-75.59577829963555,4.44358043413428,0.5730000000000001,0.752,1.0,modis
2016-09-13,-75.59577829963555,4.44358043413428,0.5715,0.6986,0.0,modis
2016-11-16,-75.59577829963555,4.44358043413428,0.3956,0.7728,0.0,modis
2017-01-01,-75.59577829963555,4.44358043413428,0.343,0.8371000000000001,1.0,modis
2017-01-17,-75.59577829963555,4.44358043413428,0.40290000000000004,0.7544000000000001,1.0,modis
2017-02-02,-75.59577829963555,4.44358043413428,0.3019,0.7647,0.0,modis
2017-02-18,-75.59577829963555,4.44358043413428,0.1898,0.6188,1.0,modis
2017-04-23,-75.59577829963555,4.44358043413428,0.5343,0.8363,1.0,modis
2017-05-09,-75.59577829963555,4.44358043413428,0.38920000000000005,0.7775000000000001,1.0,modis
2017-06-10,-75.59577829963555,4.44358043413428,0.44520000000000004,0.8611000000000001,1.0,modis
2017-07-12,-75.59577829963555,4.44358043413428,0.544,0.7062,1.0,modis
2017-08-29,-75.59577829963555,4.44358043413428,0.2599,0.8094,0.0,modis
2017-10-16,-75.59577829963555,4.44358043413428,0.5012,0.759,1.0,modis
2018-02-18,-75.59577829963555,4.44358043413428,0.4571,0.7781,0.0,modis
2018-03-06,-75.59577829963555,4.44358043413428,0.5229,0.7254,0.0,modis
2018-07-28,-75.59577829963555,4.44358043413428,0.49510000000000004,0.78,0.0,modis
2018-08-13,-75.59577829963555,4.44358043413428,0.5034000000000001,0.7832,0.0,modis
2018-09-14,-75.59577829963555,4.44358043413428,0.5351,0.7145,0.0,modis
2018-12-19,-75.59577829963555,4.44358043413428,0.46480000000000005,0.7387,0.0,modis
2019-01-01,-75.59577829963555,4.44358043413428,0.46480000000000005,0.7387,0.0,modis
2019-01-17,-75.59577829963555,4.44358043413428,0.4685,0.77,0.0,modis
2019-02-02,-75.59577829963555,4.44358043413428,0.39480000000000004,0.8224,0.0,modis
2019-04-07,-75.59577829963555,4.44358043413428,0.40940000000000004,0.884,1.0,modis
2019-04-23,-75.59577829963555,4.44358043413428,0.5508000000000001,0.8088000000000001,0.0,modis
2019-06-26,-75.59577829963555,4.44358043413428,0.5456,0.769,0.0,modis
2019-07-28,-75.59577829963555,4.44358043413428,0.5109,0.7691,1.0,modis
2019-08-13,-75.59577829963555,4.44358043413428,0.3457,0.5842,1.0,modis
2019-08-29,-75.59577829963555,4.44358043413428,0.48400000000000004,0.7113,0.0,modis
2019-11-01,-75.59577829963555,4.44358043413428,0.5413,0.8204,1.0,modis
2019-12-03,-75.59577829963555,4.44358043413428,0.4182,0.6774,1.0,modis
2020-01-01,-75.59577829963555,4.44358043413428,0.4045,0.8304,0.0,modis
2020-01-17,-75.59577829963555,4.44358043413428,0.4279,0.8049000000000001,1.0,modis
2020-02-02,-75.59577829963555,4.44358043413428,0.5169,0.7591,0.0,modis
2020-02-18,-75.59577829963555,4.44358043413428,0.4363,0.7865000000000001,0.0,modis
2020-03-05,-75.59577829963555,4.44358043413428,0.4439,0.8787,1.0,modis
2020-05-24,-75.59577829963555,4.44358043413428,0.41150000000000003,0.6211,1.0,modis
2020-07-11,-75.59577829963555,4.44358043413428,0.5920000000000001,0.7255,1.0,modis
2020-07-27,-75.59577829963555,4.44358043413428,0.43170000000000003,0.8626,0.0,modis
2020-09-29,-75.59577829963555,4.44358043413428,0.5457000000000001,0.7471,1.0,modis
2020-10-31,-75.59577829963555,4.44358043413428,0.40850000000000003,0.6741,1.0,modis
2021-01-01,-75.59577829963555,4.44358043413428,0.4504,0.8416,1.0,modis
2021-01-17,-75.59577829963555,4.44358043413428,0.5209,0.764,0.0,modis
2021-02-02,-75.59577829963555,4.44358043413428,0.4428,0.7915000000000001,1.0,modis
2021-07-12,-75.59577829963555,4.44358043413428,0.43410000000000004,0.9185000000000001,1.0,modis
2021-07-28,-75.59577829963555,4.44358043413428,0.4526,0.8307,0.0,modis
2021-09-14,-75.59577829963555,4.44358043413428,0.5341,0.7414000000000001,0.0,modis
2021-12-03,-75.59577829963555,4.44358043413428,0.5417000000000001,0.7738,1.0,modis
2022-01-17,-75.59577829963555,4.44358043413428,0.40540000000000004,0.7843,1.0,modis
2022-08-13,-75.59577829963555,4.44358043413428,0.44420000000000004,0.8627,1.0,modis
2022-08-29,-75.59577829963555,4.44358043413428,0.4771,0.6171,1.0,modis
2022-11-01,-75.59577829963555,4.44358043413428,0.499,0.6487,1.0,modis
2022-12-19,-75.59577829963555,4.44358043413428,0.5073,0.7438,1.0,modis
2023-01-17,-75.59577829963555,4.44358043413428,0.5061,0.7382000000000001,0.0,modis
2023-02-02,-75.59577829963555,4.44358043413428,0.37620000000000003,0.7669,1.0,modis
2023-04-23,-75.59577829963555,4.44358043413428,0.4722,0.7228,1.0,modis
2023-06-10,-75.59577829963555,4.44358043413428,0.4117,0.8163,1.0,modis
2023-07-28,-75.59577829963555,4.44358043413428,0.5254,0.8164,0.0,modis
2023-08-13,-75.59577829963555,4.44358043413428,0.3987,0.7741,0.0,modis
2023-09-14,-75.59577829963555,4.44358043413428,0.5035000000000001,0.6473,1.0,modis
2023-10-16,-75.59577829963555,4.44358043413428,0.341,0.7459,1.0,modis
2024-01-01,-75.59577829963555,4.44358043413428,0.39830000000000004,0.8358,0.0,modis
