epoch,learning_rate,loss,mae,mse,rmse,val_loss,val_mae,val_mse,val_rmse
0,0.0010000000474974513,nan,0.42583224177360535,0.24934455752372742,0.499344140291214,nan,0.33518144488334656,0.15148364007472992,0.38920900225639343
1,0.0010000000474974513,nan,0.3187883496284485,0.14906851947307587,0.3860939145088196,nan,0.24099895358085632,0.08809569478034973,0.29680919647216797
